,title,singer,id,Genre,Lyric
9920,Nàng Thơ,Hoàng Dũng (Tone Nữ),,"Việt Nam, V-Pop","Có nghĩ sau này em sẽ chờ 
 Và vô tư cho đi 
 Hết những ngây thơ 
 Anh một người hát mãi 
 Những điều mong manh 
 Lang thang tìm niềm vui đã lỡ 
 Chẳng buồn dặn lòng 
 Quên hết những chơ vơ 
 Ta yêu nhau bằng nỗi nhớ 
 Chưa khô trên những bức thư 
 Ta đâu bao giờ có lỗi 
 Khi không nghe tim chối từ 
 Chỉ tiếc rằng 
 Em không là nàng thơ 
 Anh cũng không còn 
 Là nhạc sĩ mộng mơ 
 Tình này nhẹ như gió 
 Lại trĩu lên tim ta những vết hằn 
 Tiếng yêu này mỏng manh 
 Giờ tan vỡ thôi cũng đành 
 Xếp riêng những ngày tháng hồn nhiên 
 Trả lại 
 Mai rồi em sẽ quên 
 Ngày mình khờ dại 
 Mong em kỷ niệm này cất lại 
 Mong em ngày buồn 
 Thôi ướt đẫm trên vai 
 Mai ngày em sải bước 
 Bên đời thênh thang 
 Chỉ cần một điều em hãy nhớ 
 Có một người từng yêu em 
 Tha thiết vô bờ 
 Em không là nàng thơ 
 Anh cũng không còn 
 Là nhạc sĩ mộng mơ 
 Tình này nhẹ như gió 
 Lại trĩu lên tim ta những vết hằn 
 Tiếng yêu này mỏng manh 
 Giờ tan vỡ thôi cũng đành 
 Xếp riêng những ngày tháng hồn nhiên 
 Trả hết cho em 
 Em không là nàng thơ 
 Anh cũng không còn 
 Là nhạc sĩ mộng mơ 
 Tình này nhẹ như gió 
 Lại trĩu lên tim ta những vết hằn 
 Tiếng yêu này mỏng manh 
 Giờ tan vỡ thôi cũng đành 
 Xếp riêng những ngày tháng hồn nhiên 
 Trả hết cho em"
9921,Nắng,"Anh Khoa, Văn, Bnos",,"Việt Nam, V-Pop","Ngày mới yêu em 
 Anh đã ước mơ nhiều lắm 
 Hạnh phúc sau này 
 Chỉ là một mình em thôi 
 Về quá khứ của em 
 Anh đã xem là chuyện dĩ vãng 
 Chỉ biết yêu em 
 Anh sẽ là người cuối cùng 
 Thời thiếu niên qua 
 Cũng đã một lần lầm lỡ 
 Rồi đến hôm nay 
 Lại được một lần thêm đau 
 Chọn cách buông tay 
 Mà sao đến nay vẫn giữ 
 Một tình yêu kia 
 Mang cho anh bao trái ngang 
 Thà rằng người hãy nói hết 
 Để anh quay lưng bước đi 
 Thà rằng người đừng níu kéo 
 Để cho anh thôi hy vọng thêm 
 Đừng để tình yêu anh cứ 
 Đứng sau lưng mãi một người 
 Đừng để tình yêu của anh 
 Chôn vùi theo nỗi xót xa 
 Ở đời này ai đâu muốn 
 Sớt chia tình cảm đâu em 
 Nặng tình yêu em nên anh 
 Bỏ qua lòng tự trọng bản thân 
 Ngậm ngùi làm tình tay ba 
 Chẳng quan tâm đến miệng đời 
 Nhẹ lòng này càng lao theo 
 Một cuộc tình không lối ra 
 Ngày mới yêu em 
 Anh đã ước mơ nhiều lắm 
 Hạnh phúc sau này 
 Chỉ là một mình em thôi 
 Về quá khứ của em 
 Anh đã xem là chuyện dĩ vãng 
 Chỉ biết yêu em 
 Anh sẽ là người cuối cùng 
 Thời thiếu niên qua 
 Cũng đã một lần lầm lỡ 
 Rồi đến hôm nay 
 Lại được một lần thêm đau 
 Chọn cách buông tay 
 Mà sao đến nay vẫn giữ 
 Một tình yêu kia 
 Mang cho anh bao trái ngang 
 Thà rằng người hãy nói hết 
 Để anh quay lưng bước đi 
 Thà rằng người đừng níu kéo 
 Để cho anh thôi hy vọng thêm 
 Đừng để tình yêu anh cứ 
 Đứng sau lưng mãi một người 
 Đừng để tình yêu của anh 
 Chôn vùi theo nỗi xót xa 
 Ở đời này ai đâu muốn 
 Sớt chia tình cảm đâu em 
 Nặng tình yêu em nên anh 
 Bỏ qua lòng tự trọng bản thân 
 Ngậm ngùi làm tình tay ba 
 Chẳng quan tâm đến miệng đời 
 Nhẹ lòng này càng lao theo 
 Một cuộc tình không lối ra 
 Thà rằng người hãy nói hết 
 Để anh quay lưng bước đi 
 Thà rằng người đừng níu kéo 
 Để cho anh thôi hy vọng thêm 
 Đừng để tình yêu anh cứ 
 Đứng sau lưng mãi một người 
 Đừng để tình yêu của anh 
 Chôn vùi theo nỗi xót xa 
 Ở đời này ai đâu muốn 
 Sớt chia tình cảm đâu em 
 Nặng tình yêu em nên anh 
 Bỏ qua lòng tự trọng bản thân 
 Ngậm ngùi làm tình tay ba 
 Chẳng quan tâm đến miệng đời 
 Nhẹ lòng này càng lao theo 
 Một cuộc tình không lối ra 
 Nhẹ lòng này càng lao theo 
 Một cuộc tình không lối ra"
9922,Phong Cach Nguoi Choi Remix,Châu Việt Cường,,Việt Nam,
9923,Phải Duyên Hay Nợ,Lê Sang & Kim Chi,,"Việt Nam, Nhạc Trữ Tình","Đưa tay đưa tay 
 Anh ngắt cái cọng ngò 
 Anh ngắt cái cọng ngò 
 Chớ thương em 
 Thương em mà đứt ruột 
 Giả đò ngó lơ 
 Này em ơi có thấu tình anh chăng 
 Đêm đêm bên hiên 
 Em vẫn cứ đợi chờ 
 Em vẫn cứ đợi chờ 
 Chớ bao lâu 
 Bao lâu mình mới được 
 Kết trầu với cau 
 Này anh ơi có thấu tình em chăng 
 Muốn làm quen mà không dám nói 
 Sao hổng dám nói 
 Xách cây dù đi xuống đi lên 
 Muốn gặp em mà đâu dám tới 
 Tại sao hổng tới 
 Để đêm dài thêm nhớ thêm thương 
 Hôm nay hôm nay 
 Anh mãi cứ thập thò 
 Không thấy cái cọng ngò 
 Chớ sao anh 
 Sao anh đành nhổ sạch 
 đám ngò của má em 
 Vì anh không dám ngỏ lời yêu em 
 Đưa tay đưa tay 
 Anh ngắt cái cọng ngò 
 Anh ngắt cái cọng ngò 
 Chớ thương em 
 Thương em mà đứt ruột 
 Giả đò ngó lơ 
 Này em ơi có thấu tình anh chăng 
 Đêm đêm bên hiên 
 Em vẫn cứ đợi chờ 
 Em vẫn cứ đợi chờ 
 Chớ bao lâu 
 Bao lâu mình mới được 
 Kết trầu với cau 
 Này anh ơi có thấu tình em chăng 
 Muốn làm quen mà không dám nói 
 Sao hổng dám nói 
 Xách cây dù đi xuống đi lên 
 Muốn gặp em mà đâu dám tới 
 Để đêm dài thêm nhớ thêm thương 
 Hôm nay hôm nay 
 Anh mãi cứ thập thò 
 Không thấy cái cọng ngò 
 Chớ sao anh 
 Sao anh đành nhổ sạch 
 đám ngò của má em 
 Vì anh không dám ngỏ lời yêu em 
 Vì sao không dám ngỏ lời yêu em 
 Vì anh không dám ngỏ lời yêu em"
9924,Treasure,Bruno Mars,,"Việt Nam, EDM Việt","Cứ vui cùng nhau phút này 
 Và tan vào theo đêm ngày 
 Xin đừng lo dù cho chuyện mai này 
 Ai dẫu hay 
 Và cứ cho thời gian buông dài 
 Và ta nhìn nhau chậm lại 
 Để giữ lâu thêm một chút kỷ niệm chưa phai 
 Về nơi đâu có ánh nắng 
 Đi lang thang cùng bước chân mình 
 Về nơi cho ta say đắm 
 Khi lan man với những tấm hình 
 Cùng trao hết thanh xuân 
 Cho những góc đường bụi bặm 
 Ngừng chạy theo những lo toan 
 Cho mái tóc đừng vội xám 
 Để ta được nghe đôi nốt lắng khi hoàng hôn buông dần 
 Và xem màn đêm như lên sắc 
 Màu đen nhuốm không gian 
 Rồi lại tan vào trong bỡ ngỡ. 
 Cause these moments are my treasure..', ""Baby it's all my treasure"", 'Cause these moments are my treasure..', ""Baby it's all my treasure"", 'Cause these moments are my treasure..', ""Baby it's all my treasure"", 'Cause these moments are my treasure..', ""Baby it's all my treasure."", 'Đây hạnh phúc gần ngay mà mê mệt kiếm tìm 
 Đời đâu nào ai cần thêm vòng quay để mơ về yên bình 
 Nằm lim dim ta lặng nghe đời ca hát 
 Cho lòng ta dịu êm đem nhịp tim này pha thành tiếng nhạc 
 Bao phiền lo này biến tan, cõi thần tiên của riêng ta 
 Dù đi cả trăm lần khi ta ghé lại vẫn còn thiết tha 
 Từng câu chuyện dưới từng mái nhà 
 Bao hàng cây ngả bóng già 
 Mỗi ngày trôi qua để ta dường như nhận thêm một món quà 
 Camera chờ sẵn đón từng khoảnh khắc lại 
 Sau này ta cầm trên tay và ngắm như chưa từng nhạt phai. 
 Ta đem cả rương kỉ niệm theo một chặng đường dài 
 Để đời ta thêm đôi chút vọng tiếng khẽ văng vẳng bên tai 
 Ta đâu sống mãi, đâu muốn phí hoài 
 Từng giấy tồn tại để ta ôm trọn trong tay 
 Và gom hết thành một kho kí ức đong đầy. 
 Cause these moments are my treasure', ""Baby it's all my treasure"", 'Cause these moments are my treasure', ""Baby it's all my treasure"", 'Cause these moments are my treasure', ""Baby it's all my treasure"", 'Cause these moments are my treasure', ""Baby it's all my treasure."
9925,What I Like About You,"Jonas Blue, Theresa Rex",,"Âu Mỹ, Pop",
9926,Đứa Con Tội Lỗi,Nhạc chế,,"Việt Nam, V-Pop","Vùi mình vào trò chơi điện tử 
 Sớm khuya chiều chẳng rời màn hình game 
 Con mê muội không thể buông tay 
 Vì đoàn quân con đã sẵn sàng 
 Chờ giặc thù vào con sẽ đánh 
 Súng vang trời có ngờ lòng mẹ đau 
 Anh em mình con chẳng quan tâm 
 Việc ngày mai con cũng chẳng làm 
 Đường rộng dài mình con cầm lái 
 Xiết tay này để cuộc đời là mây 
 Vai thân gầy cha khóc sau lưng 
 Nhìn đời con u tối lạc đường 
 Bạn bè dần rời xa hờ hững 
 Tiếng cô thầy thấm lời mệt vì con 
 Men say nào lan tỏa tâm can 
 Và bờ môi khói thuốc tập tành 
 Rồi một ngày chìm trong tội lỗi 
 Nước mắt trào khóc từ tạ mẹ cha 
 Người ơi hãy nghe 
 Dừng lại đi chớ có đua đòi 
 Vì trò đời nhiều khôn lường lắm 
 Tránh xa đừng vướng vào hại đời ta 
 Con mê muội không thể buông tay 
 Vì đoàn quân con đã sẵn sàng 
 Chờ giặc thù vào con sẽ đánh 
 Súng vang trời có ngờ lòng mẹ đau 
 Anh em mình con chẳng quan tâm 
 Việc ngày mai con cũng chẳng làm 
 Đường rộng dài mình con cầm lái 
 Xiết tay này để cuộc đời là mây 
 Vai thân gầy cha khóc sau lưng 
 Nhìn đời con u tối lạc đường 
 Bạn bè dần rời xa hờ hững 
 Tiếng cô thầy thấm lời mệt vì con 
 Men say nào lan tỏa tâm can 
 Và bờ môi khói thuốc tập tành 
 Rồi một ngày chìm trong tội lỗi 
 Nước mắt trào khóc từ tạ mẹ cha 
 Rồi một ngày chìm trong tội lỗi 
 Nước mắt trào khóc từ tạ mẹ cha"
9927,All You Had To Do Was Stay,Taylor Swift,,"Âu Mỹ, Pop","And people like me wanna believe you', ""When you say you've changed"", 'The more I think about it now 
 The less I know 
 All I know is that 
 You drove us off the road 
 Stay 
 Hey, all you had to do was stay 
 Had me in the palm of your hand', ""Then why'd you have to go"", 'And lock me out 
 When I let you in 
 Stay 
 Hey, now you say you want it back', ""Now that it's just too late"", ""Well, it could've been easy"", 'All you had to do was stay 
 All you had to do was stay 
 All you had to do was stay 
 All you had to do was stay 
 All you had to do was stay 
 Here you are now 
 Calling me up', ""But I don't know what to say"", ""I've been picking up the pieces"", 'Of the mess you made 
 People like you always want back 
 The love they pushed aside 
 But people like me are gone forever 
 When you say goodbye 
 Stay 
 Hey, all you had to do was stay 
 Had me in the palm of your hand', ""Then why'd you have to go"", 'And lock me out 
 When I let you in 
 Stay 
 Hey, now you say you want it back', ""Now that it's just too late"", ""Well, it could've been easy"", 'All you had to do was stay 
 All you had to do was stay 
 All you had to do was stay 
 All you had to do was stay 
 Stay, stay, stay 
 Let me remind you 
 This was what you wanted 
 You ended it 
 You were all I wanted 
 But not like this 
 Not like this 
 Not like this 
 Oh, all you had to do was 
 Stay 
 Hey, all you had to do was stay 
 Had me in the palm of your hand', ""Then why'd you have to go"", 'And lock me out 
 When I let you in 
 Stay 
 Hey, now you say you want it back', ""Now that it's just too late"", ""Well, it could've been easy"", 'All you had to do was stay 
 Hey, all you had to do was stay 
 Had me in the palm of your hand', ""Then why'd you have to go"", 'And lock me out 
 When I let you in 
 Stay 
 Hey, now you say you want it back', ""Now that it's just too late"", ""Well, it could've been easy"", 'All you had to do was stay 
 All you had to do was stay, oh 
 All you had to do was stay 
 All you had to do was stay, ooh 
 All you had to do was stay"
9928,Anh Chưa Biết Đâu,Mỹ Tâm,,"Việt Nam, V-Pop","Đến lúc anh phải quên 
 Một người anh đã yêu 
 Vì anh biết những ngày qua 
 Em dối gian anh thật nhiều 
 Em yêu người ta 
 Mà anh vẫn cứ yêu em 
 Có lẽ bên em 
 Anh chỉ là một người thay thế 
 Có lẽ bên em 
 Anh chỉ là tình yêu thoáng qua 
 Người trao cho anh tình yêu 
 Nay vỡ tan những hi vọng 
 Nát tan lòng anh 
 Khi em buông lời chia tay 
 Có phải chăng ai kia 
 Đã làm lòng em 
 Quên hết đi những ân tình 
 Mà em đâu hay đâu biết 
 Anh đã yêu em thật nhiều 
 Anh mang tình yêu trao em 
 Em mang tình yêu trao ai 
 Nhận lại riêng anh 
 Cùng bao nhiêu nỗi xót xa 
 Biết thật khó để quên đi người 
 Dù lòng anh cũng biết đau biết buồn 
 Vậy anh sẽ cố tập quên 
 Những thứ không thuộc về mình 
 Mang cho em niềm hạnh phúc 
 Em mang dành cho ai khác 
 Chuyện tình đôi ta 
 Một kết thúc quá đắng cay 
 Người ơi 
 Có lẽ bên em 
 Anh chỉ là một người thay thế 
 Có lẽ bên em 
 Anh chỉ là tình yêu thoáng qua 
 Người trao cho anh tình yêu 
 Nay vỡ tan những hi vọng 
 Nát tan lòng anh 
 Khi em buông lời chia tay 
 Có phải chăng ai kia 
 Đã làm lòng em 
 Quên hết đi những ân tình 
 Mà em đâu hay đâu biết 
 Anh đã yêu em thật nhiều 
 Anh mang tình yêu trao em 
 Em mang tình yêu trao ai 
 Nhận lại riêng anh 
 Cùng bao nhiêu nỗi xót xa 
 Biết thật khó để quên đi người 
 Dù lòng anh cũng biết đau biết buồn 
 Vậy anh sẽ cố tập quên 
 Những thứ không thuộc về mình 
 Mang cho em niềm hạnh phúc 
 Em mang dành cho ai khác 
 Chuyện tình đôi ta 
 Một kết thúc quá đắng cay 
 Có phải chăng ai kia 
 Đã làm lòng em 
 Quên hết đi những ân tình 
 Mà em đâu hay đâu biết 
 Anh đã yêu em thật nhiều 
 Anh đã mang cho em niềm hạnh phúc 
 Em mang dành cho ai khác 
 Chuyện tình đôi ta 
 Một kết thúc quá đắng cay 
 Người ơi"
9929,Back To December,Taylor Swift,,"Hòa Tấu, Chillout/Lounge",
9930,Blank Space,Taylor Swift,,"Âu Mỹ, Pop","Magic, madness, heaven, sin 
 Saw you there and I thought 
 Oh, my God, look at that face 
 You look like my next mistake', ""Love's a game, wanna play, ay"", 'New money, suit and tie 
 I can read you like a magazine', ""Ain't it funny, rumors fly"", 'And I know you heard about me', ""So hey, let's be friends"", ""I'm dying to see how this one ends"", 'Grab your passport and my hand 
 I can make the bad guys 
 Good for a weekend', ""So it's gonna be forever"", ""Or it's gonna go down in flames"", ""You can tell me when it's over, mmh"", 'If the high was worth the pain 
 Got a long list of ex-lovers', ""They'll tell you I'm insane"", ""'cause you know I love the players"", 'And you love the game', ""'cause we're young and we're reckless"", ""We'll take this way too far"", ""It'll leave you breathless, mmh"", 'Or with a nasty scar 
 Got a long list of ex-lovers', ""They'll tell you I'm insane"", ""But I've got a blank space, baby"", ""And I'll write your name"", 'Cherry lips, crystal skies 
 I could show you incredible things 
 Stolen kisses, pretty lies', ""You're the King"", ""Baby, I'm your Queen"", 'Find out what you want 
 Be that girl for a month 
 Wait 
 The worst is yet to come, oh, no 
 Screaming, crying, perfect storms 
 I can make all the tables turn 
 Rose garden filled with thorns 
 Keep you second guessing like 
 Oh, my God, who is she 
 I get drunk on jealousy', ""But you'll come back each time you leave"", ""'cause, darling"", ""I'm a nightmare dressed like a daydream"", ""So it's gonna be forever"", ""Or it's gonna go down in flames"", ""You can tell me when it's over, mmh"", 'If the high was worth the pain 
 Got a long list of ex-lovers', ""They'll tell you I'm insane"", ""'cause you know I love the players"", 'And you love the game', ""'cause we're young and we're reckless"", ""We'll take this way too far"", ""It'll leave you breathless, mmh"", 'Or with a nasty scar 
 Got a long list of ex-lovers', ""They'll tell you I'm insane"", ""But I've got a blank space, baby"", ""And I'll write your name"", ""Boys only want love if it's torture"", ""Don't say I didn't say"", ""I didn't warn ya"", ""Boys only want love if it's torture"", ""Don't say I didn't say"", ""I didn't warn ya"", ""So it's gonna be forever"", ""Or it's gonna go down in flames"", ""You can tell me when it's over, mmh"", 'If the high was worth the pain 
 Got a long list of ex-lovers', ""They'll tell you I'm insane"", ""'cause you know I love the players"", 'And you love the game', ""'cause we're young and we're reckless"", ""We'll take this way too far"", ""It'll leave you breathless, mmh"", 'Or with a nasty scar 
 Got a long list of ex-lovers', ""They'll tell you I'm insane"", ""But I've got a blank space, baby"", ""And I'll write your name"
9931,Everything Has Changed,Ed Sheeran & Taylor Swift,,"Âu Mỹ, Country","Is I know something now', ""Know something now I didn't before"", ""And all I've seen"", 'Since eighteen hours ago 
 Is green eyes and freckles and your smile 
 In the back of my mind 
 Making me feel like 
 I just wanna know you better 
 Know you better, know you better now 
 I just wanna know you better 
 Know you better, know you better now 
 I just wanna know you better 
 Know you better, know you better now 
 I just wanna know you 
 Know you, know you 
 ‘cause all I know is we said, hello', ""And your eyes look like comin' home"", 'All I know is a simple name 
 And everything has changed 
 All I know is you held the door', ""You'll be mine and I'll be yours"", 'All I know since yesterday 
 Is everything has changed 
 And all my walls 
 Stood tall painted blue', ""But I'll take 'em down, take 'em down"", 'And open up the door for you 
 And all I feel 
 In my stomach is butterflies', ""The beautiful kind, makin' up for lost time"", ""Takin' flight, makin' me feel like"", 'I just wanna know you better 
 Know you better, know you better now 
 I just wanna know you better 
 Know you better, know you better now 
 I just wanna know you better 
 Know you better, know you better now 
 I just wanna know you 
 Know you, know you 
 ‘cause all I know is we said, hello', ""And your eyes look like comin' home"", 'All I know is a simple name 
 Everything has changed 
 All I know is you held the door', ""And you'll be mine and I'll be yours"", 'All I know since yesterday 
 Is everything has changed 
 Come back and tell me why', ""I'm feelin' like I've missed you"", 'All this time 
 And meet me there tonight 
 And let me know', ""That it's not all in my mind"", 'I just wanna know you better 
 Know you better, know you better now 
 I just wanna know you 
 Know you, know you 
 All I know is we said, hello', ""Your eyes look like comin' home"", 'All I know is a simple name 
 And everything has changed 
 All I know is you held the door', ""You'll be mine and I'll be yours"", 'All I know since yesterday 
 Is everything has changed 
 All I know is we said, hello 
 So dust off your highest hopes 
 All I know is pouring rain 
 And everything has changed 
 All I know is a new found grace', ""All my days, I'll know your face"", 'All I know since yesterday 
 Is everything has changed"
