,title,singer,id,Genre,Lyric
4189,Sẽ Không Giữ Em Lại,Tường Quân,,,
4190,Sẽ Không Phai Nhòa,Vũ Thạch,,,
4191,Sẽ Thôi Mong Chờ,Đào Bá Lộc,,,
4192,Số Phận Bèo Trôi,Kim Jun See,,,
4193,Sống,Bức Tường,,,
4194,Sống,Mỹ Tâm,,,
4195,Sống Cho Qua Hôm Nay,Tùng Giang,,,
4196,Sống Chết Cho Chàng (Vivre Pour Toi),Thanh Lan,,,
4197,Sống Chết Có Nhau,Jimmi Jc Nguyễn,,,
4198,Sống Chết Có Nhau,Xuân Nghi & Thanh Tân,,,
4199,Sống Hết Mình,Justatee & Soobin Hoàng Sơn,,,
4200,Sống Một Đời Cho Chúa,Khánh Ly,,,
4201,Sống Thật Một Cá Tính,Đông Nhi & Suboi & Gil Le,,,
4202,Sống Trong Cô Đơn,Huy Vũ,,,
4203,Sống Trong Cô Đơn,Lưu Minh Thắng,,,
4204,Sống Trong Kỷ Niệm,Ân Khải Minh,,,
4205,Sống Trong Niềm Vui,Mỹ Huyền,,,
4206,Sớm Nhớ Chiều Thương,Don Hồ,,,
4207,Sợ,Thu Minh & Hồ Ngọc Hà,,,
4208,Sợi Tóc,Diễm Liên,,,
4209,Stronger,Thanh Thảo,,,
4210,Sự Thật Anh Biết Trước,Phạm Phước Tài,,,
4211,Sự Thật Một Giấc Mơ,Lâm Chấn Khang,,,
4212,Ta Chưa Từng Đậm Sâu,Phan Duy Anh,,,
4213,Ta Còn Đó Cho Nhau,Nipe,,,
4214,Ta Cứ Đi Cùng Nhau,Đen & Linh Cáo,,,
4215,Ta Dừng Lại,It is Time,,,
4216,Ta Hồi Sinh,Nguyễn Đình Thanh Tâm,,,
4217,Ta Mãi Yêu Nhau,Đàm Vĩnh Hưng,,,
4218,Ta Mại Thuộc Về Nhau,Hồ Quỳnh Hương,,,
4219,Take It Easy,Hồ Quỳnh Hương,,,
4220,Take It Easy New Ver,Hồ Quỳnh Hương,,,
4221,Ta Trở Về,Jimmi Jc Nguyễn,,,
4222,Ta Và Nắng,Den JGKiD,,,
4223,Tan Bao Giấc Mơ,The Men,,,
4224,Tan Nát Cuộc Tình,Ngô Huy Đồng,,,
4225,Tan Tác (Remix),Khánh Ngọc,,,
4226,Tan Vỡ,Cẩm Ly,,,
4227,Tan Vỡ,Elvis Phương,,,
4228,Tan Vỡ,Quang Hà,,,
4229,Ta Có Những Ngày,Hoài Nam,,,
4230,Ta Yêu Em Lầm Lỡ,Ý Lan,,,
4231,Ta Yêu Mambo,Tuấn Khoa,,,
4232,Ta Đã Qua Đời Nhau,Trần Xuân,,,
4233,Ta Đã Từng Yêu (Remix),Đinh Quốc Anh,,,
4234,Taxi,Thu Minh,,,
4235,Tango Cuối,Julie,,,
4236,Tango Dĩ Vãng,Giao Linh,,,
4237,Tango Dĩ Vãng,Ngọc Đan Thanh,,,
4238,Tango Dĩ Vãng& Tango Tím,Mỹ Huyền & Thùy Hương,,,
4239,Tango Mộng Mơ,Dạ Nhất Yến,,,
4240,Tango Objection,Đoan Trang,,,
4241,Tango Tím,Hà Thanh Xuân,,,
4242,Tay Trong Tay (Main Dans La Main),Alian Ai,,,
4243,Tay Trong Tay,Lê Toàn,,,
4244,Taị Vì Anh Không Thể Ở Gần Em,Trương Y Du,,,
4245,Thanh Chương Mời Bạn Về Thăm,Văn Đình Thế,,,
4246,Thao Thức Vì Em,Huỳnh Nguyễn Công Bằng,,,
4247,Theo Em Xuống Phố,Ngọc Hạ,,,
4248,Thiên Duyên Tiền Định,Cát Lynh & Đan Nguyên,,,
4249,Thiên Duyên Tình Mộng,Bảo Yến,,,
4250,Thiên Thần Bên Cạnh Anh,Hoàng Nhân,,,
4251,Thiên Thần Trong Bóng Tối,Diễm Liên & Y Phương,,,
4252,Thiên Đàng Ái Ân,Như Mai,,,
4253,Thiên Đàng Đã Mất,Tuấn Anh,,,
4254,Tha Lỗi Cho Nhau Em Nhé (Solo Version),Phương Thanh,,,
4255,Thanh Niên Việt Nam Tầm Cao Mới,Tốp Ca,,,
4256,Thiên Đường Không Tìm Thấy,Jimmi Jc Nguyễn,,,
4257,Thiên Đường Tình Yêu,Sỹ Đan & Trâm Anh,,,
4258,Thiên Đường Tình Ái,Vũ Toàn,,,
4259,Thiên Đường Tím,Mr Bo,,,
4260,Thiên Đường Ái Ân,Như Mai,,,
4261,Thoáng Giấc Mơ Qua,Huỳnh Nguyễn Công Bằng & Lưu Ánh Loan,,,
4262,Thoáng Mây Bay,Thái Châu,,,
4263,Thoáng Mây Bay,Thảo My,,,
4264,Thoáng Qua,Mr. Siro,,,
4265,Thu Mênh Mông,Quỳnh Lan,,,
4266,Thu Vàng Trên Lối,Tú Quyên,,,
4267,Thu Về Em,Nhật Quân,,,
4268,Thua Một Tình Yêu,Khánh Đơn,,,
4269,Thung Lũng Chim Bay,Khánh Ly,,,
4270,Thung Lũng Chim Bay,Lưu Hồng,,,
4271,Thung Lũng Hồng,Kiều Nga,,,
4272,Thuyền Chưa Đỗ Bến,Nini,,,
4273,Thuyền Giấy Chiều Mưa,Hoài Nam,,,
4274,Thuyền Giấy Chiều Mưa,Quốc Dũng & Tâm Đoan,,,
4275,Thuyền Hoa,Công Thành & Lynn,,,
4276,Thuyền Hoa,Mạnh Quỳnh & Thúy Hằng,,,
4277,Thuyền Hoa,Quỳnh Dung & Tuấn Vũ,,,
4278,Thuyền Không Bến Đỗ,Giao Linh,,,
4279,Thuyền Tình Trên Sóng,Hương Lan,,,
4280,Thuyền Viễn Xứ,Duy Hạnh,,,
4281,Thuyền Viễn Xứ,Khánh Hà,,,
4282,Thuyền Viễn Xứ,Quang Dũng,,,
4283,Thuyền Viễn Xứ,Thu Minh,,,
4284,Thuyền Viễn Xứ,Ý Lan,,,
4285,Thiên Thần Bóng Đêm,Trúc Lam & Trúc Linh,,,
4286,Thu Hát Cho Người,Chung Tử Lưu,,,
4287,Thuở Yêu Người,Tuấn Ngọc,,,
4288,Thuở Ấy Có Em,Kỳ Vương,,,
4289,Thà Anh Cứ Nói,Ngân Hà,,,
4290,Thà Giết Người Yêu,Mai Quốc Huy,,,
4291,Thà Giết Người Yêu,Quang Lập,,,
4292,Thà Là Hạt Mưa,Diễm Liên,,,
4293,Thà Làm Hạt Mưa Bay,Ninh Cát Loan Châu,,,
4294,Thà Người Đừng Hứa (Remix),Hoàng Kim Long,,,
4295,Thà Tiếc Thương Chỉ Một Lần,Dương Tuấn Khanh,,,
4296,Thà Đừng Quen Nhau,Khả Tú,,,
4297,Thành Phố Buồn,Anh Quan Bolero,,,
4298,Thành Phố Cuồng Nhiệt,Vân Trường,,,
4299,Thành Phố Cuồng Say,Cát Tiên,,,
4300,Tháng Giêng Ngồi Giỡn Bóng Mình,Mạnh Đình,,,
4301,Tháng Sáu Trăng Tròn,Trường Vũ,,,
4302,Tháng Tư Biên Giới,Tạ Minh Tâm,,,
4303,Thân Phận,Trang Thanh Lan,,,
4304,Thân Phận Nghèo,Trường Vũ,,,
4305,Thêm Một Đoạn Buôn,Lâm Gia Minh,,,
4306,Thì Thầm Cơn Mưa Hạ,Song Giang,,,
4307,Thím Hai Lúa,Cẩm Ly,,,
4308,Thuở Ban Đầu,Alian Ai,,,
4309,Thà Đừng Yêu Nhau,Mạnh Quỳnh,,,
4310,Thêm Một Lần Ly Biệt,Hoàng Thiên Long,,,
4311,Thôi,Chung Tử Lưu & Hồng Trúc,,,
4312,Thôi,Mạnh Quỳnh,,,
4313,Thôi Chia Ly Từ Đây,Mỹ Huyền & Thái Châu,,,
4314,Thôi Hãy Để Tôi Bình Yên,Hàn Thái Tú & Uyên Trang,,,
4315,Thôi Hết Cô Đơn,Khánh Ngọc,,,
4316,Thôi Thì Cũng Xong,Ý Lan,,,
4317,Thôi Đi Nhé,Hàn Thái Tú,,,
4318,Thôi Đành Quên Hết Những Dối Gian,Khánh Đăng,,,
4319,Thông Điệp Không Hồi Âm,Hoàng Châu,,,
4320,Thăm Bến Nhà Rồng,Anh Thơ,,,
4321,Thăm Huế,Chế Thanh,,,
4322,Thăm Mẹ,Châu Khánh Hà,,,
4323,Thăm Mộ Mẹ,Như Quỳnh,,,
4324,Thơ Cháy Hồn Tôi Nét Tên Em,Vũ Khanh,,,
4325,Thư Cho Mẹ,Quang Lập,,,
4326,Thư Gởi Người Miền Xa,Khả Tú,,,
4327,Thư Gởi Người Miền Xa,Thanh Huyền,,,
4328,Thư Gửi Miền Xa,Hồng Trúc,,,
4329,Thư Gửi Người Buồn Xa,Hồng Trúc,,,
4330,Thư Người Em Gái Thành Đô,Tuấn Vũ,,,
4331,Thư Người Miền Xa,Khả Tú,,,
4332,Thư Về Xóm Nhỏ,Khánh Hoàng,,,
4333,Thư Xuân Cho Em,Phương Hồng Quế,,,
4334,Thư Xuân Hải Ngoại,Huỳnh Phi Tiễn,,,
4335,Thưa Thầy,Đoàn Phi,,,
4336,Thưa Thầy Tại Sao Vậy,Đoàn Phi,,,
4337,Thương Ai,Lưu Hồng,,,
4338,Thương Chồng,Nhã Ca,,,
4339,Thương Em Nhiều Lo Lắng Nhiều,Tống Gia Vỹ,,,
4340,Thương Hận,Lâm Gia Minh,,,
4341,Thương Hận,Lâm Hùng,,,
4342,Thương Hận,Thanh Thanh,,,
4343,Thương Lắm Đà Nẵng Yên Bình,Khánh Trâm,,,
4344,Thương Mãi Một Dòng Sông,Mộng Thi,,,
4345,Thương Mãi Một Dòng Sông,Thái Châu,,,
4346,Thương Mối Tình Đầu,Hạ Vy,,,
4347,Thương Một Người,Don Hồ,,,
4348,Thương Một Người,Lưu Quang Minh,,,
4349,Thương Một Người,Ý Lan,,,
4350,Thương Người,Duy Khánh,,,
4351,Thương Người Đã Quên Tôi,Quang Tuấn,,,
4352,Thương Nhau Lý Tơ Hồng 2,Hạnh Nguyên & Ngọc Sơn,,,
4353,Thương Nhau Trọn Đời,Mạnh Quỳnh,,,
4354,Thương Nhau Trọn Đời,Phương Lam,,,
4355,Thôi Anh Hãy Về,Đàm Vĩnh Hưng & Lệ Quyên,,,
4356,Thơ Ngây,Dạ Nhất Yến,,,
4357,Thư Gửi Em (Remix),Tuấn Hưng,,,
4358,Thương Không Nói Yêu Không Dám Tone Nữ,Akira Phan,,,
4359,Thương Màu Áo Lam,Thùy Trang,,,
4360,Thương Nhớ Người Dưng,Hoài Lâm,,,
4361,Thương Nhớ Người Dưng,Lâm Minh,,,
4362,Thương Nhớ Trong Mưa,Ngọc Bích,,,
4363,Thương Quá Việt Nam,Thúy Hằng & Vũ Tuấn,,,
4364,Thương Tình Nhân,Hoài Nam,,,
4365,Thương Tình Nhân,Ngọc Hồ,,,
4366,Thương Về Mùa Đông Biên Giới,Hồng Trúc,,,
4367,Thương Về Mẹ Huế,Mỹ Huyền,,,
4368,Thương Về Vùng Hỏa Tuyến & Tìm Anh,Lâm Thúy Vân & Ngọc Huyền,,,
4369,Thương Về Vùng Hỏa Tuyến,Duy Khánh,,,
4370,Thương Về Vùng Hỏa Tuyến,Hồng Trúc,,,
4371,Thương Về Xứ Huế,Cao Minh,,,
4372,Thương Áo Bà Ba,Phi Nhung,,,
4373,Thương Đời Hoa,Khả Tú,,,
4374,Thương Đời Hoa,Thiên Trang,,,
4375,Mẹ Ơi Xin Đừng Khóc,Thái Lan Viên,,,
4376,Mấy Ai Tránh Được Chữ Tình,Trương Vĩnh Toàn,,,
4377,Mắt Tím Hoàng Hôn,Đoàn Ngọc Thảo,,,
4378,Mẹ Hiền Yêu Thương,Phước Hải,,,
4379,Mỏi Mòn,Triệu Hoàng,,,
4380,Mối Duyên Quê,Khang Lê,,,
4381,Mối Duyên Đầu,Tuấn Đạt,,,
4382,Mối Tình Thơ,Quốc Khanh,,,
4383,Miss You,365 Band,,,
4384,Mộ Đời,Quốc Khanh,,,
4385,"Mộng Ban Đầu, Tiến Bước Sang Ngang",Nguyễn Khang & Thiên Kim,,,
4386,Mộng Chiều Xuân (Mtv),Loan Châu,,,
4387,Mộng Chiều Xuân,Như Quỳnh,,,
4388,Mộng Lành,Hải Lý,,,
4389,Mộng Lãng Du,Mạnh Quân & Vân Navy,,,
4390,Mộng Mơ Xa Rồi,Phi Nhung,,,
4391,Mộng Sầu & Hối Tiếc,Anh Khoa & Thanh Lan,,,
4392,Mộng Tha Hương,Trường Vũ,,,
4393,Mộng Tha Phương,Đức Huy,,,
4394,Mộng Tình,Thanh Hà,,,
4395,Một Bàn Tay,Duy Khánh,,,
4396,Một Chuyến Bay Đêm (Remix),Võ Nam Nhân,,,
4397,Một Chuyến Bay Đêm,Giao Linh,,,
4398,Một Chuyến Bay Đêm,Thanh Tuyền,,,
4399,Một Chuyến Bay Đêm,Thúy Hà,,,
4400,Một Chuyến Bay Đêm,Trường Vũ,,,
4401,Một Chuyến Về Quê,Phi Nhung,,,
4402,Một Chút Tình Thơ,Lang Thang & Yến Chi,,,
4403,Một Cuộc Tình Lỡ,Phương Nghi,,,
4404,Một Cuộc Tình Vừa Qua,Ưng Hoàng Phúc & Thu Thuỷ,,,
4405,Một Cõi Bình Yên,Vĩnh Thiên Kim,,,
4406,Một Căn Nhà Mướn,Mai Quốc Huy,,,
4407,Một Cộng Một Lớn Hơn Hai,Sơn Tùng MTP,,,
4408,Một Duyên Hai Nợ Ba Tình,Tài Linh,,,
4409,Một Giấc Mơ Buồn,Phương Hùng,,,
4410,Một Góc Đời,Thanh Hà,,,
4411,Một Hái Ba Chia Đôi Lối Về (Remix),Quang Hà,,,
4412,Một Khúc Tâm Tình Người Hà Tĩnh,Ngọc Sơn,,,
4413,Một Loài Chim Biển,Giao Linh & Tuấn Vũ,,,
4414,Một Loài Chim Biển,Thế Vũ,,,
4415,Một Lòng Yêu Em,Đan Nguyên & Lâm Nhật Tiến,,,
4416,Một Lần Cuối,Trường Vũ,,,
4417,Một Lần Dang Dở,Hồ Quang Lộc & Trung Hậu,,,
4418,Một Lần Dang Dở,Khả Tú,,,
4419,Một Lần Dang Dở,Ngọc Sơn,,,
4420,Một Lần Dang Dở,Đoan Thy,,,
4421,Một Lần Dang Dở,Đào Phi Dương & Lý Hải,,,
4422,Một Lần Lầm Lỡ,The Men,,,
4423,Một Lần Lỡ Bước,Thúy Hằng,,,
4424,Một Lần Nào Cho Tôi Được Gặp Em,Sisi Thanh Lý,,,
4425,Một Lần Xa Bến,Thanh Tuyền,,,
4426,Một Lần Đi,Lâm Thúy Vân,,,
4427,Một Lần Đi,Đan Nguyên,,,
4428,Một Lời Xin Lỗi,Châu Khánh Hà,,,
4429,Một Mình Thôi,Hồng Trúc,,,
4430,Mộng Dưới Hoa,Anh Qúy,,,
4431,Một Chiều Mưa,Tú Quyên,,,
4432,Một Lần Lỡ Yêu,Cát Tiên,,,
4433,Một Ngàn Câu Yêu,Akira Phan,,,
4434,Một Ngàn Lý Do Anh Đặt Ra,Quang Hà & Sơn Ca,,,
4435,Một Ngàn Nỗi Đau,Khánh Phương,,,
4436,Một Ngày Biết Trước,Lâm Hùng & Kino Quỳnh Anh,,,
4437,Một Ngày Chợt Nhớ,Quỳnh Lan,,,
4438,Một Ngày Khôi,Mai Khôi,,,
4439,Một Ngày Không Có Anh,Hồng Diễm & Lê Quốc Tuấn,,,
4440,Một Ngày Không Có Anh,Thảo Sương,,,
4441,Một Ngày Làm Con Gái,La Thăng,,,
4442,Một Ngày Mùa Đông,Mỹ Tâm,,,
4443,Một Ngày Nhớ Mong,Dương Đình Trí,,,
4444,Một Ngày Nào Đó (Remix),Trung Hưng,,,
4445,Một Ngày Ta Có Thể Trở Lại,Phạm Quỳnh Anh & Trịnh Thăng Bình,,,
4446,Một Ngày Tình Đến,Dạ Nhất Yến,,,
4447,Một Ngày Vui Năm Đó,Trúc Anh,,,
4448,Một Ngày Vắng Em,AC&M,,,
4449,Một Người Chỉ Được Yêu Một Người,Vân Navy & Wanbi Tuấn Anh,,,
4450,Một Người Khác,Hoàng Thiên Thanh,,,
4451,Một Người Đi,Phi Nhung,,,
4452,Một Người Đi,Đan Nguyên & Hà Thanh Xuân,,,
4453,Một Người Đi Xa,Duy Khánh,,,
4454,Một Niềm Phó Thác,Hạnh Nguyễn,,,
4455,Một Năm Mới Bình An,Sơn Tùng MTP,,,
4456,Một Nỗi Niềm Riêng,Khánh Duy,,,
4457,Một Nửa,Đinh Ứng Phi Trường,,,
4458,Một Nửa Trái Tim,Lâm Vũ,,,
4459,Một Nửa Vòng Tròn,Hiền Mai Bueno,,,
4460,Một Nửa Đời Em,Thiên Kim,,,
4461,Một Nữa Tâm Hồn,Nguyễn Khang,,,
4462,Một Phút Cô Đơn,Mỹ Tâm,,,
4463,Một Thoáng Mưa Hồng,Yến Xuân,,,
4464,Một Thoáng Yêu Qua,Cát Tiên,,,
4465,Một Thuở Yêu Anh,Phi Nhung,,,
4466,Một Thuở Yêu Người (Remix),Đàm Vĩnh Hưng & Hồng Ngọc,,,
4467,Một Thuở Yêu Đàn,Tình Nguyễn,,,
4468,Một Thuở Đam Mê,Mai Quốc Huy,,,
4469,Một Thời Xót Xa,Đức Phương,,,
4470,Một Thời Yêu Em,Minh Thuận,,,
4471,Một Thời Đã Xa (Remix),Đàm Vĩnh Hưng,,,
4472,Một Thời Đã Xa,Ngọc Bích,,,
4473,Một Thời Đã Xa 2,Minh Tuyết,,,
4474,Một Thủa Yêu Người (Remix),Đàm Vĩnh Hưng & Hồng Ngọc,,,
4475,Một Trang Nhật Ký,Amy Tuyết & Thành Hưng,,,
4476,Một Trăm Phần Trăm Yêu Em,Noo Phước Thịnh,,,
4477,Một Tên Hai Họ,Đức Duy,,,
4478,Một Tình Yêu,Mỹ Tâm,,,
4479,Một Tình Yêu Đi Qua,Hàn Thái Tú,,,
4480,Một Điều,Karik,,,
4481,Một Đêm Dài (Remix),Hạo Minh,,,
4482,Một Đời Hờ Hững,Ngọc Huệ,,,
4483,Một Đời Mãi Yêu,Ngọc Bích,,,
4484,Một Đời Yêu Anh,Ngọc Minh & Trương Duy,,,
4485,Một Đời Yêu Em,Philip Huy & Thiên Kim,,,
4486,Một Đời Áo Mẹ Áo Em,Diễm Liên & Lâm Nhật Tiến,,,
4487,Một Đời Áo Mẹ Áo Em,Lâm Nhật Tiến & Nguyễn Hồng Nhung,,,
4488,Mời Em Về Quê Hương,Chung Tử Lưu,,,
4489,Mời Về Quê Hương,Giáng Ngọc & Văn Sơn,,,
4490,Mừng Chúa Ra Đời,Vũ Khanh,,,
4491,Mừng Lứa Đôi,Quốc Anh,,,
4492,Một Ngày Mùa Đông Của Tháng 12,Đỗ Phú Quí & Mcee Blue.mkv,,,
4493,Một Ngày Tôi Hát,Quang Dũng,,,
4494,Một Thời Đã Xa (Remix),Vĩnh Thiên Kim,,,
4495,Một Tình Yêu Đúng Nghĩa (Remix),Thái Lan Viên,,,
4496,Mandoley,Trung Hạnh,,,
4497,Mang Nắng Xuân Về,1088,,,
4498,Mang Trọn Niềm Đau,Quang Lập,,,
4499,Mừng Sinh Nhật,Quang Bình & Trang Thanh Lan,,,
4500,Mừng Xuân,Y Phương,,,
4501,Mực Tím Mồng Tơi,Mạnh Quỳnh & Tâm Đoan,,,
4502,Mỹ An Dấu Yêu,Manh Khoe,,,
4503,Nam Định Mình Ơi,Anh Thơ,,,
4504,Never Give Up,Triệu Hoàng,,,
4505,Nghe Em Hát Còn Duyên,Lương Nguyệt Anh,,,
4506,Nghe Những Tàn Phai,Sỹ Phú,,,
4507,Nghe Tin,Jimmi Jc Nguyễn,,,
4508,Nghèo,Mai Quốc Huy,,,
4509,Nghèo 2,Ngọc Hồ,,,
4510,Nghèo Vẫn Cứ Nghèo,Thiên Ân,,,
4511,Nghéo Tay Nhau Thề,Tâm Đoan,,,
4512,Nghĩa Mẹ Cha,Hồng Quyên,,,
4513,Nghĩa Vợ Tình Chồng,Lưu Ánh Loan,,,
4514,Nghẹn Ngào,Mạnh Quỳnh,,,
4515,Nghề Làm Nails,Mai Quốc Huy,,,
4516,Nghệ Tĩnh Mình Đây,Tân Nhàn & Tuấn Anh,,,
4517,Nghịch Lý Tình Yêu,Lưu Quang Minh,,,
4518,Ngoại Tình,Bảo Hưng,,,
4519,Ngoại Ô Đèn Vàng,Huỳnh Phi Tiễn,,,
4520,Nguyện Cầu,Hiền Thục & Quang Minh,,,
4521,Nguyện Cầu,Thanh Thảo,,,
4522,Nguyện Cầu Cho Người,Thế Vũ,,,
4523,Nguyện Cầu Ngày Cuối,Như Mai & Quốc Sĩ,,,
4524,Nguyện Quán Âm,Đình Phong,,,
4525,Nguyện Ước Quay Về,Đàm Thu Trang & Ship Raider,,,
4526,Nguyện Ước Tình Yêu,Quang Anh,,,
4527,Nguyệt Ca,Trần Thu Hà,,,
4528,Nguội Lạnh,Phương Chi Bảo,,,
4529,Ngàn Lời Anh Muốn Nói,Luna,,,
4530,Ngàn Năm Chờ Đợi,Ánh Minh,,,
4531,Ngàn Năm Là Vẫn Là Thương Nhớ,Quỳnh Lan,,,
4532,Ngàn Năm Nhung Nhớ,Quốc Hùng,,,
4533,Ngàn Năm Tình Vẫn Đẹp,Lưu Ánh Loan,,,
4534,Ngàn Năm Vẫn Đợi (Remix),Đàm Vĩnh Hưng,,,
4535,Ngàn Năm Yêu Anh,Nini,,,
4536,Ngàn Tay Háo Độ,Võ Thu Nga,,,
4537,Ngàn Thu Vĩnh Biệt,Hồng Trúc,,,
4538,Ngang Trái,Trường Vũ,,,
4539,Nghe Em Hát Câu Văn Chiều Nay,Anh Thơ,,,
4540,Nghèo Rớt Mùng Tơi,Giang Trường,,,
4541,Ngàn Ánh Sao Đêm,Đoan Trang,,,
4542,Ngàn Đời Chờ Mong,Thanh Hà,,,
4543,Ngày Buồn,Trường Vũ & Tâm Đoan,,,
4544,Ngày Buồn,Tâm Đoan & Trường Vũ,,,
4545,Ngày Bình Yên Với Tôi,Minh Thuận,,,
4546,Ngày Còn Em Bên Tôi,Quang Lập,,,
4547,Ngày Còn Em Bên Tôi,Trường Vũ,,,
4548,Ngày Em 20 Tuổi,Hồng Trúc,,,
4549,Ngày Em Bên Tôi,Trường Vũ,,,
4550,Ngày Em Đến,Ưng Hoàng Phúc,,,
4551,Ngày Em Đến Ngày Em Đi Tone Nữ,Hồ Quang Hiếu,,,
4552,Ngày Hát Bên Em,Nhiều Nghệ Sỹ,,,
4553,Ngày Hè (Summer),V Angels,,,
4554,Ngày Hạnh Phúc,Cẩm Ly,,,
4555,Ngày Không Mưa,Hà Anh Tuấn,,,
4556,Ngày Mai (Vũ Điệu Cồng Chiêng),Tóc Tiên,,,
4557,Ngang Trái,"Mỹ Huyền, Tuấn Dũng",,,
4558,Ngày Mai Không Còn Anh Trên Đời,Phương Thanh,,,
4559,Ngày Mai Nắng Lên,Khánh Phương,,,
4560,Ngày Mai Trời Lại Sáng (Remix),Minh Tuyết,,,
4561,Ngày Mai Trời Lại Sáng,Minh Tuyết,,,
4562,Ngày Mai Tôi Về,Quang Lập,,,
4563,Ngày Mai Xa Nhau,Tứ Ca Ngẫu Nhiên,,,
4564,Ngàn Lần Hối Tiếc,Hồng Ngọc & Huy Vũ,,,
4565,Ngày Mưa Trong Đời,Sỹ Đan,,,
4566,Ngày Mưa Tuyết,Hạ Vy & Nini,,,
4567,Ngày Mưa Đến,K Sor Ka,,,
4568,Ngày Mới (New Day),Phan Ngọc Luân,,,
4569,Ngày Nào,Hoài Nam & Quỳnh Lan,,,
4570,Ngày Nào Em Đi Lấy Chồng,Mai Thanh Sơn & Thùy Hương,,,
4571,Ngày Ta Bên Nhau,Thái Châu,,,
4572,Ngày Ta Xa Nhau,Cẩm Ly & Minh Tuyết,,,
4573,Ngày Ta Yêu,Thanh Thảo,,,
4574,Ngày Tháng Chia Xa,Tố Như,,,
4575,Ngày Tháng Của Tình Yêu,Lâm Thúy Vân,,,
4576,Ngày Trở Về,Duy Khánh,,,
4577,Ngày Tân Hôn (Oui Devant Dieu),Christiane Lê,,,
4578,Ngày Tết Quê Em (Remix),Nhật Bình,,,
4579,Ngày Vui Còn Đâu,Tuyết Nhung,,,
4580,Ngày Vui Qua Mau,Hương Lan,,,
4581,Ngày Vui Qua Mau,Nguyễn Hưng & Nhật Ngân,,,
4582,Ngày Vắng Anh,Mỹ Tâm,,,
4583,Ngày Về,Tú Quyên,,,
4584,Ngày Về Quê Cũ,Như Mai,,,
4585,Ngày Về Thăm Cha,Hiếu Trung,,,
4586,Ngày Xuân Long Phụng Sum Vầy,Trấn Thành,,,
4587,Ngày Xuân Thăm Nhau,Duy Khánh & Hương Lan,,,
4588,Ngày Xuân Vui Cưới,Chí Tâm & Sơn Ca,,,
4589,Ngày Xuân Vui Cưới,Trang Thanh Lan & Quang Bình,,,
4590,Ngày Xưa Anh Nói,Lưu Ánh Loan & Lưu Chí Vỹ,,,
4591,Ngày Xưa Anh Nói,Phi Nhung,,,
4592,Ngày Xưa Đôi Ta,Bảo Thy & Quang Vinh,,,
4593,Ngày Đá Đơm Bông (Remix),Nhật Bình,,,
4594,Ngài Ở Nơi Đâu,Lê Hằng,,,
4595,Ngàn Lần Anh Muốn Nói (Remix),Luna,,,
4596,Ngày Đó Chia Tay,Hồng Ngọc,,,
4597,Ngày Đó Xa Rồi,Giao Linh & Phương Vũ,,,
4598,Ngày Đầu Làm Cha,Lâm Hùng,,,
4599,Ngày Đầu Tiên Xuống Tóc,Thích Nữ Chúc Hiếu,,,
4600,Ngày Đẹp Quê Hương,Tuấn Vũ,,,
4601,Ngày Đẹp Tươi,Hoàng Hải,,,
4602,Ngày Ấy,Võ Hoàng,,,
4603,Ngày Ấy Anh Đã Sai,Hoàng Minh Hiệp,,,
4604,Ngày Ấy Sẽ Đến (Remix),Hồ Quang Hiếu,,,
4605,Ngày Hôm Qua,The Men,,,
4606,Ngày Nay Không Còn Bé,Trịnh Vĩnh Trinh,,,
4607,Ngày Ta Ngừng Yêu Nhau,Lưu Quang Minh,,,
4608,Ngày Tân Hôn,Lê Hằng,,,
4609,Ngày Vui Đã Đến,Lương Tùng Quang,,,
4610,Ngày Xuân Thăm Nhau,Đạt Võ & Kim Ryna,,,
4611,Ngày Xưa Hoàng Thị,Quốc Đại,,,
4612,Ngày Đá Đơm Bông,Hồng Trúc,,,
4613,Ngã Tư Đường Tình,Lưu Gia Bảo,,,
4614,Ngón Út Trái Tim,Hương Lan & Phương Lam,,,
4615,Ngón Đờn Quê Hương,Trọng Phúc,,,
4616,Ngôi Nhà Hạnh Phúc,Mbk,,,
4617,Ngôi Sao Bé,Bé Bảo An,,,
4618,Ngôi Sao Băng,Huyền Thoại,,,
4619,Ngôi Sao Băng,Pham Quỳnh Anh & Weboys,,,
4620,Ngôi Sao Mùa Đông,Đức Quang,,,
4621,Ngôi Sao Tình Nhân,Lê Dũng,,,
4622,Ngôi Sao Tình Yêu,Hồ Quỳnh Hương & Hoàng Hải,,,
4623,Ngôi Sao Ước Mơ,M4U Band & Kim,,,
4624,Ngôì Ôm Bóng Em,Nguyễn Thắng,,,
4625,Ngõ Hồn Qua Đêm,Giao Linh,,,
4626,Ngõ Hồn Qua Đêm,Thúy Hà,,,
4627,Ngõ Hồn Qua Đêm,Trường Vũ,,,
4628,Ngõ Hồn Qua Đêm,Tuấn Đức,,,
4629,Ngõ Vắng Tình Yêu,Mạnh Quỳnh & Quế Trang,,,
4630,Ngăn Cách,Lâm Nhật Tiến,,,
4631,Ngũ Hành Năm Cụm Núi Quê Hương,Phi Nhung,,,
4632,Ngũ Sớm Em Nhé,Rik,,,
4633,Ngưng Khóc Cho Nhau,Karik,,,
4634,Ngưng Phán Xét,N T N,,,
4635,Người Anh Giới Tuyến,Duy Khánh,,,
4636,Người Bạn Tình Xưa,Hương Lan,,,
